x1,x2
0.0,100.0
0.16666666666666666,96.88119054075885
0.3333333333333333,87.19955211603006
0.5,78.14017284631542
0.6666666666666666,70.78747542271483
0.8333333333333334,65.02972424370074
1.0,60.555090752740185
1.1666666666666667,57.073969003811506
1.3333333333333333,54.35808388324118
1.5,52.23559055023589
1.6666666666666667,50.57840078085067
1.8333333333333333,49.2906564490369
2.0,48.29990993787827
2.1666666666666665,47.55073460332652
2.3333333333333335,47.000173510940854
2.5,46.61450246564972
2.6666666666666665,46.36691473876165
2.8333333333333335,46.23584948560302
3.0,46.20377111109255
3.1666666666666665,46.25626719659122
3.3333333333333335,46.381374569153316
3.5,46.5690715979247
3.6666666666666665,46.8108931458364
3.8333333333333335,47.09963568911945
4.0,47.42912746850519
4.166666666666667,47.79404571137354
4.333333333333333,48.189770959944966
4.5,48.61227544327264
4.666666666666667,49.058044957317016
4.833333333333333,49.49154005857564
5.0,49.81676794024904
5.166666666666667,49.98486739166272
5.333333333333333,50.039333831780894
5.5,50.03719552187786
5.666666666666667,50.01849178739049
5.833333333333333,50.00264630244898
6.0,49.99490169241138
6.166666666666667,49.99370743711237
6.333333333333333,49.99575681299594
6.5,49.99840417439649
6.666666666666667,50.00029000813399
6.833333333333333,50.00109468653123
7.0,50.00106112324596
7.166666666666667,50.000604166004514
7.333333333333333,50.000092724474484
7.5,49.999770094435135
7.666666666666667,49.99974288882803
7.833333333333333,49.9999848330762
8.0,50.0003399255719
8.166666666666666,50.000548101276934
8.333333333333334,50.000335437037634
8.5,49.999590493582154
8.666666666666666,49.998577451659415
8.833333333333334,49.99803125531686
9.0,49.99890525579252
9.166666666666666,50.00161776336884
9.333333333333334,50.00500194258277
9.5,50.00582229365813
9.666666666666666,50.000373462100924
9.833333333333334,49.98946747856948
10.0,49.98567233528288
