x1,x2
0.0,968.6831194609698
0.16666666666666666,0.0093518321045258
0.3333333333333333,0.014924871354290072
0.5,0.019569624669090374
0.6666666666666666,0.02344842834817739
0.8333333333333334,0.026699377735410715
1.0,0.02947847632903184
1.1666666666666667,0.03191116901122712
1.3333333333333333,0.03402377648592339
1.5,0.035698588537765606
1.6666666666666667,0.03668994691144076
1.8333333333333333,0.03671498092452186
2.0,0.035591966598154376
2.1666666666666665,0.03335976198974144
2.3333333333333335,0.030300555353067783
2.5,0.026826100588776224
2.6666666666666665,0.023269683709395587
2.8333333333333335,0.01970955679305282
3.0,0.015966442273657882
3.1666666666666665,0.011818037288097001
3.3333333333333335,0.0072903479136912485
3.5,0.0027528212043318387
3.6666666666666665,0.001354647661954561
3.8333333333333335,0.004961584989941093
4.0,0.00843425681569283
4.166666666666667,0.011978820396361478
4.333333333333333,0.014562845012270037
4.5,0.013149079654700344
4.666666666666667,8.991194259854067
4.833333333333333,26.961988587009277
5.0,26.522486790884642
5.166666666666667,20.4719688292073
5.333333333333333,14.831080455373055
5.5,11.395302636752081
5.666666666666667,9.963115689782601
5.833333333333333,9.741344366844709
6.0,10.016517792665034
6.166666666666667,10.35588604476106
6.333333333333333,10.579943963741046
6.5,10.664551758318762
6.666666666666667,10.651224974658213
6.833333333333333,10.590998768695501
7.0,10.52015372601456
7.166666666666667,10.456766616152745
7.333333333333333,10.406927459955668
7.5,10.372550030742428
7.666666666666667,10.355973359785207
7.833333333333333,10.359239168643331
8.0,10.378486339529651
8.166666666666666,10.396927385912818
8.333333333333334,10.383091921231948
8.5,10.302527485373236
8.666666666666666,10.147364578161202
8.833333333333334,9.975370809835827
9.0,9.928328095287949
9.166666666666666,10.178404418797687
9.333333333333334,10.755457858059117
9.5,11.276580254099123
9.666666666666666,10.765721155312868
9.833333333333334,7.9985554205540215
10.0,2.9898242397743875
